CountyID,0_0.5,0.5_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75+
21221,,,,,,,,,,,,,,,,,
21231,,,,,,,,,,,,,,,,,
21229,,,,,,,,,,,,,,,,,
42099,,,,,,,,,,,,,,,,,
42121,,,,,,,,,,,,,,,,,
40061,0.0,0.15937755843619786,0.23409773271503886,0.26379470223660373,0.3311323528164242,0.41622375675780193,0.4172317256181738,0.4137099714965957,0.40977215694218105,0.4077925260600425,0.7073920419270933,0.7073920419270933,0.7073920419270933,0.7073920419270933,0.8104288775323564,0.8104288775323564,0.8104288775323564
17097,0.0,0.12425406806992677,0.18250747408352552,0.2056598507958356,0.2513561890061006,0.31046307996299627,0.32628189690811166,0.33617436810889206,0.31703336044027736,0.3016509283337206,0.5188533817040336,0.5186865698407788,0.5186865698407788,0.5186865698407788,0.6970858285635502,0.6970858285635502,0.6970858285635502
20005,0.0,0.13973861758623982,0.20525156659849375,0.23128919390413122,0.2822009323031005,0.34635961409108196,0.3497219045766766,0.3460222569872707,0.3404742049620545,0.3377512749884428,0.5888826883700607,0.5888826883700607,0.5888826883700607,0.5888826883700607,0.764029084161106,0.764029084161106,0.764029084161106
2020,0.0,0.13218517879779443,0.1941568873228995,0.21878707531471875,0.2612262640596164,0.3178327588511492,0.32412375486211803,0.3256341169791813,0.31427543550576986,0.3012910056166983,0.4980788039962962,0.497927169145275,0.497927169145275,0.497927169145275,0.674568324672015,0.674568324672015,0.674568324672015
40133,0.0,0.16995237274002142,0.2496302837008708,0.2812976682617812,0.34959162407833805,0.43473891700271433,0.434853212261753,0.43209065800647767,0.4282592824077511,0.4264005260399922,0.7252403167474134,0.7252403167474134,0.7252403167474134,0.7252403167474134,0.819977269815379,0.819977269815379,0.819977269815379
54057,0.0,0.148425072192952,0.21801044776542713,0.2456666302819556,0.3109822438213476,0.3945586236696041,0.3966058649254154,0.39296951105793815,0.3876818177930828,0.3848795855147541,0.6853566013589906,0.6853566013589906,0.6853566013589906,0.6853566013589906,0.7887707911827414,0.7887707911827414,0.7887707911827414
27013,0.0,0.12765311552472716,0.18750007975754293,0.2112858041610712,0.2516519999795787,0.30042628296165147,0.3050413289459089,0.3035744682306536,0.29838823963133587,0.2956142720931371,0.49874243382431666,0.49874243382431666,0.49874243382431666,0.49874243382431666,0.6729211654997749,0.6729211654997749,0.6729211654997749
31019,0.0,0.14087163340450662,0.20691576848983287,0.2331645116925431,0.27675718116617387,0.3292075093099522,0.3345238337359595,0.3318849112707997,0.3257572569188701,0.32283195756385014,0.5420482237109859,0.5420482237109859,0.5420482237109859,0.5420482237109859,0.7155874131082411,0.7155874131082411,0.7155874131082411
21083,,,,,,,,,,,,,,,,,
51003,0.0,0.10650348691708009,0.15643497778587903,0.17627987211071622,0.2216142207290213,0.28017913022284535,0.2830659192317601,0.2816435180089695,0.27697465168390245,0.27381205135333786,0.5000107428948155,0.5000107428948155,0.5000107428948155,0.5000107428948155,0.6872305200871957,0.6872305200871957,0.6872305200871957
48211,0.0,0.12349872419108225,0.18139800615596616,0.2044096389368944,0.25311101816422854,0.31335326353455006,0.31256832510934307,0.31129674551712516,0.30919329341716,0.30807504051157797,0.5500853827015361,0.5500853827015361,0.5500853827015361,0.5500853827015361,0.731989211020429,0.731989211020429,0.731989211020429
29205,0.0,0.1522017915871747,0.22355778740322424,0.2519176895766618,0.32022121012855315,0.4085293383291442,0.4092001969858642,0.40722195335911276,0.40334001354358895,0.40133145813185706,0.7043409839919053,0.7043409839919053,0.7043409839919053,0.7043409839919053,0.8108463832746575,0.8108463832746575,0.8108463832746575
