,0_0.5,0.5_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75+
US,0.0,0.11914285714285715,0.175,0.1972339103804067,0.24634578098696489,0.3116612766839343,0.3193265940211318,0.3212840314414903,0.3094362895155285,0.2985227760281126,0.525480077269386,0.5253508286391225,0.5253391549949054,0.5253391549949054,0.706710884150235,0.706710884150235,0.706710884150235
