CountyID,0_0.5,0.5_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75+
21221,,,,,,,,,,,,,,,,,
21231,,,,,,,,,,,,,,,,,
21229,,,,,,,,,,,,,,,,,
42099,,,,,,,,,,,,,,,,,
42121,,,,,,,,,,,,,,,,,
40061,0.0,0.03717491437469627,0.05460344137770137,0.06153027794104405,0.12755067647615012,0.22494257508108423,0.22628081684470833,0.22160511838615451,0.2163770323794298,0.21374875205531305,0.5417473775785526,0.5417473775785526,0.5417473775785526,0.5417473775785526,0.7043057043264878,0.7043057043264878,0.7043057043264878
17097,0.0,0.028982338457997806,0.04256998154801836,0.04797028777868125,0.09266815126746512,0.16179619427514094,0.18102561068514122,0.1930509377815826,0.16978305319553233,0.15108410792030585,0.36750914992720407,0.36728986754387166,0.36728986754387166,0.36728986754387166,0.5832061053904745,0.5832061053904745,0.5832061053904745
20005,0.0,0.03259411923847777,0.047875055236373226,0.053948347957787426,0.10354486612962721,0.17848991884132526,0.1827157218811099,0.17806592077188824,0.1710930029905457,0.1676707627620742,0.41861891982946603,0.41861891982946603,0.41861891982946603,0.41861891982946603,0.6577682829957953,0.6577682829957953,0.6577682829957953
2020,0.0,0.030832274955316815,0.04528721441278549,0.05103222104115027,0.09283329693380893,0.16146854036793162,0.169201538596831,0.17105810114366504,0.15709581861107833,0.14113513875046674,0.33706712546191864,0.33686684755282054,0.33686684755282054,0.33686684755282054,0.5391376183539685,0.5391376183539685,0.5391376183539685
40133,0.0,0.03964149637112162,0.0582264185307242,0.06561285562433607,0.13254936553863403,0.23084883598913442,0.23100435763068172,0.2272453480597037,0.22203199251451478,0.2195027813820349,0.5516105978534067,0.5516105978534067,0.5516105978534067,0.5516105978534067,0.7070417379761209,0.7070417379761209,0.7070417379761209
54057,0.0,0.03462024016411287,0.05085107218349913,0.05730189391192016,0.12149008374305581,0.2167396004891985,0.21938811951450984,0.21468376316498847,0.20784306660700982,0.2042178145848421,0.5263335089719492,0.5263335089719492,0.5263335089719492,0.5263335089719492,0.6839104503651442,0.6839104503651442,0.6839104503651442
27013,0.0,0.029775168385420235,0.043734509918632834,0.04928254489116797,0.088165486449519,0.1460879261500699,0.15172113304642626,0.14993065686799661,0.14360025435165896,0.14021430042622612,0.34320418040074635,0.34320418040074635,0.34320418040074635,0.34320418040074635,0.5443603140795743,0.5443603140795743,0.5443603140795743
31019,0.0,0.032858395880951914,0.04826323135991139,0.054385766995283,0.09648371794898526,0.15935205894448537,0.1660145622442894,0.16270742215591477,0.1550281471402532,0.15136211492626875,0.37040393812817013,0.37040393812817013,0.37040393812817013,0.37040393812817013,0.5858564815091758,0.5858564815091758,0.5858564815091758
21083,,,,,,,,,,,,,,,,,
51003,0.0,0.024842004392569547,0.03648855561258717,0.041117389524583936,0.08532864445635478,0.15169455584692665,0.1550966228544334,0.15342032983248075,0.14791809325131103,0.1441909839235017,0.37024214092603797,0.37024214092603797,0.37024214092603797,0.37024214092603797,0.5930410257631429,0.5930410257631429,0.5930410257631429
48211,0.0,0.028806154029681716,0.04231119746565959,0.04767867508701754,0.09508723823801378,0.16409858593559515,0.1631430274151229,0.16159504775865235,0.15903437355545372,0.157673048822638,0.39960902509944285,0.39960902509944285,0.39960902509944285,0.39960902509944285,0.6321414343128134,0.6321414343128134,0.6321414343128134
29205,0.0,0.035501162305693355,0.052144992595293,0.05875995737023873,0.12554131376672267,0.22545056060143248,0.2263290711179309,0.22373849885224045,0.21865497653618998,0.21602471003444482,0.5505876211556202,0.5505876211556202,0.5505876211556202,0.5505876211556202,0.7129427525072691,0.7129427525072691,0.7129427525072691
