,0_0.5,0.5_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75+
US,0.019,0.05787307054236086,0.10462978759305211,0.12400991417252345,0.15504960000590592,0.19847228969287817,0.207398075858827,0.20967739021448475,0.1958814302654678,0.18317332133497877,0.4525560271470282,0.4524069156340066,0.4523934479883678,0.4523934479883678,0.6978406286569817,0.6978406286569817,0.6978406286569817
