,0_0.5,0.5_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75+
US,0.019,0.14621114285714287,0.2296426,0.26280064071587245,0.33129652215132194,0.4200468659548751,0.4265052049420265,0.4281544249091456,0.41817222453515274,0.4089771492966436,0.7004778073994058,0.7003962242428875,0.7003888557103053,0.7003888557103053,0.8763850215063693,0.8763850215063693,0.8763850215063693
