ZCTA5,StateNb,CountyNb,Population
14806,36,003,1840.0
14806,36,101,123.0
14807,36,003,505.0
14807,36,101,2329.0
14808,36,101,588.0
14809,36,101,2258.0
14810,36,101,11620.0
14812,36,015,1008.0
14812,36,097,1542.0
14812,36,101,723.0
14813,36,003,2307.0
14814,36,015,1766.0
14814,36,101,172.0
14815,36,097,643.0
14815,36,101,285.0
14816,36,015,583.0
14817,36,107,74.0
14817,36,109,2400.0
14818,36,097,1830.0
14819,36,101,684.0
14820,36,101,659.0
14821,36,101,3115.0
14822,36,003,884.0
14822,36,051,42.0
14823,36,101,3686.0
14824,36,015,271.0
14824,36,097,392.0
14825,36,015,763.0
14826,36,101,1936.0
14827,36,101,204.0
14830,36,015,284.0
14830,36,101,18665.0
14836,36,003,198.0
14836,36,051,765.0
14837,36,097,1051.0
14837,36,101,60.0
14837,36,123,4234.0
14838,36,015,1798.0
14838,36,097,22.0
14839,36,101,686.0
14840,36,097,44.0
14840,36,101,2861.0
14841,36,097,718.0
14841,36,099,91.0
14842,36,123,797.0
14843,36,003,137.0
14843,36,101,12500.0
14845,36,015,20628.0
14846,36,003,122.0
14846,36,051,531.0
14847,36,097,12.0
14847,36,099,2431.0
14850,36,109,69271.0
14853,36,109,1993.0
14854,36,109,47.0
14855,36,101,1029.0
14856,36,101,72.0
14858,36,101,1672.0
14859,36,015,386.0
14859,36,107,767.0
14860,36,099,1000.0
14861,36,015,1303.0
14864,36,015,1147.0
14864,36,097,164.0
14865,36,097,2598.0
14867,36,015,17.0
14867,36,109,5473.0
14869,36,097,1208.0
14870,36,097,157.0
14870,36,101,9491.0
14871,36,015,3661.0
14871,36,101,364.0
14872,36,015,641.0
14873,36,101,2348.0
14874,36,101,180.0
14877,36,003,4.0
14877,36,101,501.0
14878,36,097,556.0
14878,36,123,224.0
14879,36,101,2152.0
14880,36,003,1545.0
14881,36,109,254.0
14882,36,109,3890.0
14883,36,107,3040.0
14883,36,109,958.0
14884,36,003,309.0
14885,36,101,689.0
14886,36,097,1698.0
14886,36,099,661.0
14886,36,109,4289.0
14889,36,015,1444.0
14889,36,097,54.0
14889,36,107,16.0
14891,36,097,4140.0
14892,36,015,774.0
14892,36,107,7175.0
14893,36,101,21.0
14894,36,015,1716.0
14895,36,003,9375.0
14897,36,003,840.0
14897,36,101,10.0
14898,36,101,1573.0
14901,36,015,14893.0
14903,36,015,7279.0
14904,36,015,15102.0
14905,36,015,8645.0
15001,42,007,32299.0
15003,42,003,799.0
15003,42,007,10873.0
15004,42,125,224.0
15005,42,003,887.0
15005,42,007,8488.0
15006,42,003,279.0
15007,42,003,391.0
15009,42,007,15594.0
15010,42,007,28736.0
15012,42,051,4093.0
15012,42,125,45.0
15012,42,129,11618.0
15014,42,003,3165.0
15015,42,003,1223.0
15017,42,003,16360.0
15017,42,125,611.0
15018,42,003,763.0
15019,42,125,1587.0
15020,42,003,284.0
15021,42,007,17.0
15021,42,125,6796.0
15022,42,125,10241.0
15024,42,003,8943.0
15025,42,003,17118.0
15026,42,003,1701.0
15026,42,007,2161.0
15026,42,125,209.0
15027,42,007,2236.0
15028,42,003,111.0
15030,42,003,1125.0
15031,42,003,560.0
15033,42,125,4677.0
15034,42,003,1612.0
15035,42,003,2098.0
15037,42,003,10519.0
15038,42,125,291.0
15042,42,007,7931.0
15043,42,007,2092.0
15044,42,003,27266.0
15044,42,019,1839.0
15045,42,003,4475.0
15046,42,003,2488.0
15047,42,003,302.0
15049,42,003,901.0
15050,42,007,2429.0
15051,42,003,488.0
15052,42,007,3366.0
15053,42,125,146.0
15054,42,125,525.0
15055,42,125,1368.0
15056,42,003,1092.0
15057,42,003,9276.0
15057,42,125,7433.0
15059,42,007,3913.0
15060,42,125,925.0
15061,42,007,12591.0
15062,42,129,6880.0
15063,42,003,1392.0
15063,42,125,9611.0
15064,42,003,339.0
15065,42,003,11158.0
15066,42,007,12126.0
15067,42,125,2130.0
15068,42,003,4457.0
15068,42,129,32647.0
15071,42,003,12229.0
15072,42,129,69.0
15074,42,007,8617.0
15075,42,003,107.0
15076,42,003,995.0
15077,42,007,144.0
15078,42,125,529.0
15081,42,007,360.0
15082,42,003,358.0
15083,42,003,70.0
15083,42,129,907.0
15084,42,003,10063.0
15085,42,003,98.0
15085,42,129,7912.0
15086,42,003,661.0
15086,42,019,23.0
15087,42,129,280.0
15088,42,003,405.0
15089,42,003,29.0
15089,42,129,6122.0
15090,42,003,24985.0
15101,42,003,24667.0
15102,42,003,30447.0
15102,42,125,101.0
15104,42,003,7858.0
15106,42,003,19166.0
15108,42,003,43422.0
15110,42,003,5254.0
15112,42,003,3314.0
15116,42,003,14264.0
15120,42,003,17950.0
15122,42,003,19340.0
15123,42,003,5.0
15126,42,003,7321.0
15126,42,125,14.0
15129,42,003,10829.0
15129,42,125,72.0
15131,42,003,7639.0
15131,42,129,505.0
15132,42,003,19418.0
15133,42,003,6144.0
15135,42,003,4820.0
15136,42,003,23663.0
15137,42,003,9926.0
15137,42,129,13.0
15139,42,003,6764.0
15140,42,003,3103.0
15142,42,003,1894.0
15143,42,003,21335.0
15143,42,007,994.0
15144,42,003,3998.0
15145,42,003,6923.0
15146,42,003,28579.0
15146,42,129,93.0
15147,42,003,16356.0
15148,42,003,2363.0
15201,42,003,12802.0
15202,42,003,20081.0
15203,42,003,10720.0
15204,42,003,8213.0
15205,42,003,23594.0
15206,42,003,28774.0
15207,42,003,10615.0
15208,42,003,9601.0
15209,42,003,12044.0
15210,42,003,25123.0
15211,42,003,10935.0
15212,42,003,27016.0
15213,42,003,31075.0
15214,42,003,14072.0
15215,42,003,12489.0
15216,42,003,22966.0
15217,42,003,26851.0
15218,42,003,13497.0
15219,42,003,10949.0
15220,42,003,17840.0
15221,42,003,28913.0
15222,42,003,5976.0
15223,42,003,7080.0
15224,42,003,10568.0
15225,42,003,1108.0
15226,42,003,13931.0
15227,42,003,30036.0
15228,42,003,18110.0
15229,42,003,14625.0
15232,42,003,12042.0
15233,42,003,2656.0
15234,42,003,13966.0
15235,42,003,34610.0
15236,42,003,31594.0
15237,42,003,45670.0
15238,42,003,13266.0
15239,42,003,21211.0
15241,42,003,21940.0
15241,42,125,258.0
15243,42,003,14329.0
15260,42,003,29.0
15275,42,003,50.0
15282,42,003,5066.0
15290,42,003,0.0
15301,42,125,48963.0
15310,42,059,265.0
15311,42,125,1340.0
15312,42,125,3372.0
15313,42,125,363.0
15314,42,125,3515.0
15315,42,059,714.0
15316,42,059,246.0
15317,42,125,42801.0
15320,42,059,5087.0
15321,42,003,47.0
15321,42,125,1745.0
15322,42,059,1266.0
15322,42,125,603.0
15323,42,125,4217.0
15324,42,125,600.0
15325,42,059,522.0
15327,42,059,1326.0
15329,42,059,325.0
15329,42,125,1105.0
15330,42,125,5292.0
15331,42,125,1003.0
15332,42,003,1560.0
15332,42,125,6498.0
15333,42,125,2232.0
15334,42,059,113.0
15337,42,059,560.0
15338,42,059,1538.0
15340,42,125,1265.0
15341,42,059,744.0
15342,42,125,5066.0
15344,42,059,1471.0
15345,42,059,27.0
15345,42,125,1430.0
15346,42,059,670.0
15347,42,125,608.0
15348,42,125,250.0
15349,42,059,1640.0
15350,42,125,612.0
15351,42,059,837.0
15352,42,059,793.0
15353,42,059,47.0
15357,42,059,1518.0
15358,42,125,852.0
15359,42,059,152.0
15360,42,125,1768.0
15361,42,125,140.0
15362,42,059,616.0
15363,42,125,782.0
15364,42,059,589.0
15365,42,125,151.0
15366,42,125,141.0
15367,42,125,9634.0
15368,42,125,473.0
15370,42,059,14149.0
15370,42,125,4.0
15376,42,125,1652.0
15377,42,059,115.0
15377,42,125,483.0
15378,42,125,82.0
15379,42,125,101.0
15380,42,059,624.0
15401,42,051,30619.0
15410,42,051,799.0
15411,42,111,592.0
15412,42,125,257.0
15413,42,051,452.0
15416,42,051,498.0
15417,42,051,4427.0
15417,42,125,3546.0
15419,42,125,3574.0
15420,42,051,232.0
15421,42,051,136.0
15422,42,051,242.0
15423,42,125,1792.0
15424,42,051,436.0
15424,42,111,1816.0
15425,42,051,17975.0
15427,42,125,996.0
15428,42,051,1764.0
15429,42,125,316.0
15430,42,051,263.0
15431,42,051,4375.0
15432,42,125,371.0
15433,42,051,750.0
15434,42,125,246.0
15435,42,051,199.0
15436,42,051,2666.0
15437,42,051,2426.0
15438,42,051,2123.0
15440,42,051,316.0
15442,42,051,2316.0
15443,42,051,329.0
15444,42,051,469.0
15445,42,051,2688.0
15446,42,051,112.0
15447,42,051,249.0
15448,42,129,154.0
15449,42,051,475.0
15450,42,051,2231.0
15451,42,051,854.0
15454,42,051,215.0
15455,42,051,404.0
15456,42,051,2368.0
15458,42,051,2180.0
15459,42,051,1531.0
15460,42,051,113.0
15461,42,051,4078.0
15462,42,051,284.0
15463,42,051,242.0
15464,42,051,1378.0
15465,42,051,336.0
15466,42,051,374.0
15467,42,051,148.0
15468,42,051,2271.0
15469,42,051,2260.0
15470,42,051,859.0
15472,42,051,267.0
15473,42,051,3736.0
15474,42,051,2096.0
15475,42,051,970.0
15476,42,051,209.0
15477,42,125,894.0
15478,42,051,5889.0
15479,42,129,1942.0
15480,42,051,1657.0
15482,42,051,484.0
15483,42,125,421.0
15484,42,051,594.0
15486,42,051,2127.0
15488,42,051,65.0
15489,42,051,362.0
15490,42,051,550.0
15492,42,051,81.0
15501,42,111,16192.0
15501,42,129,85.0
15502,42,111,302.0
15510,42,111,2320.0
15520,42,111,254.0
15521,42,009,1869.0
15522,42,009,11622.0
15530,42,111,5090.0
15531,42,111,3581.0
15531,42,129,33.0
15532,42,111,120.0
15533,42,009,1232.0
15533,42,057,69.0
15534,42,009,831.0
15534,42,111,11.0
15535,42,009,2127.0
15536,42,057,427.0
15537,42,009,7629.0
15538,42,111,655.0
15539,42,009,418.0
15540,42,111,403.0
15541,42,111,3622.0
15542,42,111,1177.0
15544,42,111,235.0
15545,42,009,2094.0
15545,42,111,518.0
15546,42,111,384.0
15547,42,111,402.0
15550,42,009,1577.0
15551,42,111,674.0
15552,42,111,5988.0
15554,42,009,2498.0
15555,42,111,119.0
15557,42,051,5.0
15557,42,111,3652.0
15558,42,111,1914.0
15559,42,009,1891.0
15559,42,111,4.0
15560,42,111,171.0
15561,42,111,151.0
15562,42,111,282.0
15563,42,111,3008.0
15564,42,111,113.0
15565,42,111,43.0
15601,42,129,57141.0
15610,42,051,1695.0
15610,42,129,1735.0
15611,42,129,419.0
15612,42,129,385.0
15613,42,005,4986.0
15613,42,129,8476.0
15615,42,129,244.0
15616,42,129,379.0
15617,42,129,251.0
15618,42,005,660.0
15618,42,063,29.0
15618,42,129,1583.0
15619,42,129,412.0
15620,42,129,808.0
15622,42,051,737.0
15622,42,111,179.0
15622,42,129,307.0
15623,42,129,760.0
15624,42,129,353.0
15625,42,129,130.0
15626,42,129,5095.0
15627,42,129,6461.0
15628,42,129,410.0
15629,42,129,602.0
15631,42,051,986.0
15632,42,129,9662.0
15633,42,129,504.0
15634,42,129,499.0
15635,42,129,270.0
15636,42,129,3730.0
15637,42,129,1836.0
15638,42,129,342.0
15639,42,129,2062.0
15640,42,129,298.0
15641,42,129,509.0
15642,42,003,156.0
15642,42,129,46305.0
15644,42,129,18320.0
15646,42,129,201.0
15647,42,129,36.0
15650,42,129,26523.0
15655,42,129,357.0
15656,42,005,4129.0
15656,42,129,5698.0
15658,42,129,8149.0
15660,42,129,230.0
15661,42,129,543.0
15662,42,129,393.0
15663,42,129,401.0
15665,42,129,1558.0
15666,42,051,1862.0
15666,42,129,13723.0
15668,42,003,73.0
15668,42,129,13360.0
15670,42,129,3435.0
15671,42,129,684.0
15672,42,129,3320.0
15673,42,005,1246.0
15674,42,129,281.0
15675,42,129,993.0
15676,42,129,586.0
15677,42,129,382.0
15678,42,129,603.0
15679,42,129,2957.0
15680,42,129,188.0
15681,42,063,2490.0
15681,42,129,2282.0
15682,42,005,250.0
15683,42,051,877.0
15683,42,129,7408.0
15684,42,129,471.0
15686,42,005,925.0
15687,42,129,1317.0
15688,42,129,791.0
15689,42,129,120.0
15690,42,005,3274.0
15690,42,129,5480.0
15691,42,129,161.0
15692,42,129,944.0
15693,42,129,228.0
15695,42,129,295.0
15696,42,129,252.0
15697,42,129,2923.0
15698,42,129,767.0
15701,42,063,30269.0
15705,42,063,3374.0
15710,42,063,305.0
15711,42,065,363.0
15712,42,063,77.0
15713,42,063,251.0
15714,42,021,4693.0
15714,42,063,784.0
15715,42,065,647.0
15716,42,063,488.0
15717,42,063,7349.0
15717,42,129,2105.0
15720,42,063,224.0
15721,42,033,188.0
15722,42,021,2452.0
15723,42,063,38.0
15724,42,021,149.0
15724,42,033,324.0
15724,42,063,1468.0
15725,42,063,1184.0
15727,42,063,213.0
15728,42,063,3417.0
15729,42,063,1315.0
15730,42,065,129.0
15731,42,063,257.0
15732,42,005,136.0
15732,42,063,1421.0
15733,42,065,91.0
15734,42,063,295.0
15736,42,005,397.0
15737,42,021,190.0
15738,42,021,265.0
15739,42,063,417.0
15741,42,063,57.0
15742,42,033,70.0
15742,42,063,920.0
15744,42,065,74.0
15745,42,063,327.0
15746,42,063,195.0
15747,42,063,1970.0
15748,42,063,6661.0
15750,42,063,285.0
15752,42,063,63.0
15753,42,033,514.0
15754,42,063,498.0
15756,42,063,213.0
15757,42,033,1460.0
15757,42,063,37.0
15759,42,063,2661.0
15760,42,021,119.0
15761,42,063,74.0
15762,42,021,875.0
15763,42,063,16.0
15764,42,065,136.0
15765,42,063,1549.0
15767,42,033,173.0
15767,42,063,728.0
15767,42,065,13600.0
15770,42,065,219.0
15771,42,063,898.0
15772,42,063,1590.0
15772,42,065,15.0
15773,42,021,410.0
15774,42,005,1494.0
15774,42,063,1491.0
15775,42,021,410.0
15776,42,065,62.0
15777,42,063,118.0
15778,42,065,135.0
15779,42,129,399.0
15780,42,065,123.0
15781,42,065,107.0
15783,42,063,103.0
15784,42,065,80.0
15801,42,033,20236.0
15801,42,065,10.0
15821,42,047,147.0
15823,42,047,1091.0
15823,42,065,279.0
15824,42,033,84.0
15824,42,065,5286.0
15825,42,065,9629.0
15827,42,047,259.0
15828,42,053,125.0
15828,42,065,172.0
15829,42,031,233.0
15829,42,065,913.0
15831,42,047,197.0
15832,42,023,293.0
15832,42,047,20.0
15834,42,023,4078.0
15840,42,033,69.0
15840,42,065,1823.0
15841,42,047,208.0
15845,42,047,3088.0
15846,42,047,3209.0
15847,42,065,62.0
15848,42,033,945.0
15849,42,033,1195.0
15851,42,065,6537.0
15853,42,047,6424.0
15853,42,065,33.0
15856,42,033,874.0
15857,42,047,12906.0
15860,42,031,55.0
15860,42,047,115.0
15860,42,065,948.0
15861,42,023,135.0
15863,42,065,217.0
15864,42,031,692.0
15864,42,065,1123.0
15865,42,033,13.0
15865,42,065,1174.0
15866,42,033,230.0
15868,42,047,1570.0
15870,42,047,1238.0
15870,42,083,24.0
15901,42,021,3379.0
15902,42,021,11107.0
15904,42,021,16065.0
15904,42,111,0.0
15905,42,021,17569.0
15905,42,111,2085.0
15906,42,021,10060.0
15909,42,021,5116.0
15920,42,063,780.0
15921,42,021,471.0
15922,42,021,74.0
15923,42,129,1544.0
15924,42,111,979.0
15925,42,021,162.0
15926,42,111,2429.0
15927,42,021,1097.0
15928,42,111,2002.0
15929,42,063,66.0
15930,42,021,295.0
15931,42,021,9158.0
15934,42,021,87.0
15935,42,111,2247.0
15936,42,111,1493.0
15937,42,111,899.0
15938,42,021,2472.0
15940,42,021,3712.0
15942,42,021,1864.0
15943,42,021,3603.0
15944,42,063,1248.0
15944,42,129,1903.0
15945,42,021,218.0
15946,42,009,51.0
15946,42,013,397.0
15946,42,021,6194.0
15948,42,021,525.0
15949,42,063,631.0
15951,42,021,570.0
15952,42,021,1233.0
15953,42,111,83.0
15954,42,063,1167.0
15954,42,129,986.0
15955,42,021,2116.0
15956,42,021,2626.0
15957,42,021,148.0
15957,42,063,232.0
15958,42,021,2136.0
15960,42,021,280.0
15961,42,021,523.0
15961,42,063,405.0
15962,42,021,198.0
15963,42,021,2793.0
15963,42,111,7940.0
16001,42,019,40085.0
16002,42,019,15379.0
16020,42,019,1155.0
16022,42,019,294.0
16023,42,019,3987.0
16024,42,019,212.0
16025,42,005,358.0
16025,42,019,4862.0
16027,42,019,376.0
16028,42,005,943.0
16028,42,031,818.0
16029,42,019,764.0
16030,42,019,307.0
16033,42,019,6670.0
16034,42,019,1769.0
16035,42,019,128.0
16036,42,031,183.0
16037,42,007,93.0
16037,42,019,4737.0
16037,42,073,182.0
16038,42,019,2055.0
16038,42,121,1098.0
16040,42,019,963.0
16041,42,005,473.0
16041,42,019,1308.0
16045,42,019,1195.0
16046,42,003,4087.0
16046,42,019,15170.0
16048,42,019,168.0
16049,42,005,836.0
16049,42,019,1045.0
16049,42,031,1217.0
16050,42,019,1250.0
16051,42,019,1811.0
16051,42,073,1084.0
16052,42,019,2283.0
16053,42,019,4028.0
16054,42,031,418.0
16055,42,003,5.0
16055,42,005,291.0
16055,42,019,8590.0
16056,42,019,4779.0
16057,42,019,13518.0
16057,42,073,678.0
16057,42,085,131.0
16059,42,003,283.0
16059,42,019,9237.0
16061,42,019,2499.0
16063,42,007,393.0
16063,42,019,7203.0
16066,42,019,32922.0
16101,42,073,31960.0
16102,42,073,5468.0
16105,42,073,15420.0
16110,42,039,257.0
16110,42,085,100.0
16111,42,039,1244.0
16112,42,073,1525.0
16113,42,085,330.0
16114,42,085,613.0
16115,42,007,3324.0
16116,42,073,2573.0
16117,42,007,5250.0
16117,42,073,11209.0
16120,42,007,225.0
16120,42,073,1996.0
16121,42,085,4258.0
16123,42,007,1932.0
16123,42,073,226.0
16124,42,085,1923.0
16125,42,039,139.0
16125,42,085,17059.0
16127,42,019,51.0
16127,42,073,44.0
16127,42,085,14964.0
16127,42,121,239.0
16130,42,085,1964.0
16131,42,039,971.0
16132,42,073,380.0
16133,42,085,1365.0
16134,42,039,1961.0
16134,42,085,1537.0
16136,42,007,748.0
16137,42,085,12654.0
16140,42,073,226.0
16141,42,007,745.0
16141,42,073,908.0
16142,42,073,3416.0
16142,42,085,2490.0
16143,42,073,1869.0
16143,42,085,529.0
16145,42,085,2586.0
16146,42,085,13181.0
16148,42,085,16673.0
16150,42,085,7172.0
16151,42,085,69.0
16153,42,085,2311.0
16153,42,121,140.0
16154,42,085,2354.0
16155,42,073,100.0
16156,42,073,2395.0
16156,42,085,823.0
16157,42,007,538.0
16157,42,073,2574.0
16159,42,073,331.0
16159,42,085,3933.0
16160,42,073,799.0
16161,42,085,597.0
16172,42,073,707.0
16201,42,005,17236.0
16210,42,005,961.0
16211,42,063,115.0
16212,42,005,324.0
16213,42,031,132.0
16214,42,031,8308.0
16217,42,031,15.0
16217,42,053,44.0
16218,42,005,1041.0
16220,42,031,45.0
16222,42,005,2307.0
16222,42,063,187.0
16222,42,065,63.0
16223,42,005,142.0
16224,42,005,69.0
16224,42,031,1017.0
16226,42,005,7880.0
16228,42,005,361.0
16229,42,005,4023.0
16229,42,019,817.0
16229,42,129,138.0
16230,42,031,477.0
16232,42,031,4465.0
16232,42,121,14.0
16233,42,031,1161.0
16235,42,031,1223.0
16236,42,005,250.0
16238,42,005,382.0
16239,42,053,4196.0
16240,42,005,494.0
16240,42,031,584.0
16240,42,065,442.0
16242,42,005,2124.0
16242,42,031,2499.0
16244,42,005,247.0
16245,42,005,199.0
16246,42,063,220.0
16248,42,031,3141.0
16249,42,005,1717.0
16250,42,005,404.0
16253,42,005,161.0
16254,42,031,3174.0
16255,42,031,1932.0
16256,42,063,2076.0
16258,42,031,1774.0
16259,42,005,1725.0
16260,42,031,205.0
16260,42,053,24.0
16262,42,005,2783.0
16263,42,005,330.0
16301,42,121,14935.0
16311,42,085,495.0
16311,42,121,19.0
16312,42,123,17.0
16313,42,123,1691.0
16314,42,039,4653.0
16314,42,085,317.0
16314,42,121,326.0
16316,42,039,5056.0
16317,42,039,10.0
16317,42,121,1296.0
16319,42,031,362.0
16319,42,121,1039.0
16321,42,053,43.0
16322,42,053,123.0
16323,42,121,15116.0
16326,42,031,377.0
16327,42,039,2548.0
16327,42,121,9.0
16328,42,039,183.0
16329,42,123,378.0
16331,42,031,87.0
16332,42,031,119.0
16333,42,083,311.0
16334,42,031,416.0
16335,42,039,27452.0
16340,42,123,1775.0
16341,42,053,246.0
16341,42,121,1729.0
16342,42,085,77.0
16342,42,121,2015.0
16343,42,121,405.0
16344,42,121,457.0
16345,42,123,3562.0
16346,42,121,2846.0
16347,42,053,80.0
16347,42,123,1844.0
16350,42,123,2669.0
16351,42,053,136.0
16351,42,123,1357.0
16352,42,123,243.0
16353,42,031,781.0
16353,42,053,1799.0
16353,42,121,110.0
16354,42,039,7723.0
16354,42,121,2335.0
16354,42,123,197.0
16360,42,039,1261.0
16361,42,031,61.0
16362,42,085,147.0
16362,42,121,938.0
16364,42,031,451.0
16364,42,121,912.0
16365,42,123,17428.0
16370,42,053,157.0
16371,42,123,3218.0
16372,42,121,435.0
16373,42,019,284.0
16373,42,031,819.0
16373,42,121,2252.0
16374,42,121,1789.0
16401,42,039,79.0
16401,42,049,4130.0
16402,42,123,734.0
16403,42,039,6296.0
16403,42,049,330.0
16404,42,039,3113.0
16405,42,123,646.0
16406,42,039,3383.0
16407,42,039,137.0
16407,42,049,9246.0
16407,42,123,1143.0
16410,42,049,1798.0
16411,42,049,1323.0
16412,42,039,621.0
16412,42,049,8671.0
16415,42,049,9898.0
16416,42,123,166.0
16417,42,049,8109.0
16420,42,123,599.0
16421,42,049,2351.0
16422,42,039,309.0
16423,42,049,4122.0
16424,42,039,4405.0
16426,42,049,3785.0
16427,42,049,238.0
16428,42,049,12524.0
16430,42,049,101.0
16433,42,039,4982.0
16434,42,039,2930.0
16434,42,123,188.0
16435,42,039,1725.0
16435,42,049,39.0
16436,42,123,706.0
16438,42,039,1544.0
16438,42,049,5960.0
16440,42,039,816.0
16441,42,039,140.0
16441,42,049,10100.0
16442,42,049,2750.0
16443,42,049,1330.0
16444,42,049,1202.0
16475,42,049,2275.0
16501,42,049,2241.0
16502,42,049,15435.0
16503,42,049,15328.0
16504,42,049,16135.0
16505,42,049,16437.0
16506,42,049,23918.0
16507,42,049,9429.0
16508,42,049,15172.0
16509,42,049,28005.0
16510,42,049,24515.0
16511,42,049,11347.0
16546,42,049,1166.0
16550,42,049,0.0
16563,42,049,1466.0
16601,42,013,32764.0
16602,42,013,27996.0
16611,42,061,2376.0
16613,42,013,25.0
16613,42,021,1503.0
16616,42,033,112.0
16617,42,013,2655.0
16619,42,021,348.0
16620,42,033,415.0
16621,42,061,646.0
16622,42,061,116.0
16623,42,061,480.0
16624,42,021,267.0
16625,42,009,731.0
16625,42,013,2671.0
16627,42,021,149.0
16627,42,033,2050.0
16630,42,021,4679.0
16631,42,013,85.0
16633,42,009,181.0
16634,42,061,283.0
16635,42,013,11661.0
16636,42,013,78.0
16636,42,021,644.0
16637,42,013,2463.0
16638,42,061,73.0
16639,42,021,1048.0
16639,42,033,164.0
16640,42,021,1064.0
16641,42,013,113.0
16641,42,021,2414.0
16645,42,033,127.0
16646,42,021,2431.0
16646,42,033,9.0
16647,42,061,762.0
16648,42,013,15149.0
16650,42,009,1826.0
16651,42,033,5796.0
16652,42,061,15955.0
16654,42,061,2011.0
16655,42,009,1364.0
16655,42,013,87.0
16656,42,033,1137.0
16657,42,009,51.0
16657,42,061,1209.0
16659,42,009,261.0
16661,42,033,1007.0
16662,42,009,363.0
16662,42,013,5211.0
16664,42,009,2089.0
16665,42,013,324.0
16666,42,027,364.0
16666,42,033,2279.0
16667,42,009,1368.0
16668,42,021,3409.0
16669,42,061,2034.0
16670,42,009,133.0
16671,42,033,491.0
16672,42,009,187.0
16673,42,009,909.0
16673,42,013,4408.0
16674,42,061,484.0
16675,42,021,102.0
16677,42,027,416.0
16678,42,009,2069.0
16678,42,061,479.0
16679,42,009,734.0
16680,42,033,416.0
16682,42,013,206.0
16683,42,061,395.0
16684,42,013,65.0
16685,42,061,279.0
16686,42,013,12403.0
16686,42,027,311.0
16686,42,061,1147.0
16689,42,057,379.0
16691,42,057,352.0
16692,42,033,807.0
16693,42,013,4061.0
16694,42,009,98.0
16694,42,057,14.0
16694,42,061,208.0
16695,42,009,967.0
16699,42,021,0.0
16701,42,083,16861.0
16701,42,123,26.0
16720,42,023,41.0
16720,42,083,32.0
16720,42,105,1053.0
16724,42,083,94.0
16725,42,083,128.0
16726,42,083,493.0
16727,42,083,196.0
16729,42,083,745.0
16730,42,083,165.0
16731,42,083,2607.0
16732,42,083,251.0
16733,42,083,195.0
16734,42,047,207.0
16735,42,047,311.0
16735,42,083,5897.0
16738,42,083,1985.0
16740,42,083,930.0
16743,42,083,3824.0
16743,42,105,109.0
16744,42,083,219.0
16745,42,083,555.0
16746,42,105,1099.0
16748,42,083,615.0
16748,42,105,2216.0
16749,42,083,3852.0
16750,42,083,453.0
16801,42,027,42446.0
16802,42,027,12977.0
16803,42,027,24751.0
16820,42,027,1106.0
16821,42,033,249.0
16822,42,027,268.0
16822,42,035,1921.0
16823,42,027,29345.0
16825,42,033,254.0
16826,42,027,581.0
16827,42,027,4995.0
16828,42,027,4377.0
16829,42,027,676.0
16830,42,033,13121.0
16832,42,027,469.0
16833,42,033,5309.0
16834,42,033,266.0
16835,42,027,226.0
16836,42,033,1167.0
16837,42,033,190.0
16838,42,033,1720.0
16839,42,033,465.0
16840,42,033,366.0
16841,42,027,5437.0
16841,42,035,164.0
16843,42,033,702.0
16844,42,027,2644.0
16845,42,027,305.0
16845,42,033,750.0
16847,42,033,313.0
16848,42,035,254.0
16849,42,033,318.0
16851,42,027,956.0
16852,42,027,350.0
16853,42,027,404.0
16854,42,027,884.0
16855,42,033,305.0
16856,42,027,159.0
16858,42,033,3847.0
16859,42,027,460.0
16860,42,027,157.0
16860,42,033,223.0
16861,42,033,316.0
16863,42,033,727.0
16864,42,027,64.0
16865,42,027,1484.0
16865,42,061,91.0
16866,42,027,5520.0
16866,42,033,4330.0
16868,42,027,640.0
16870,42,027,7452.0
16871,42,033,17.0
16871,42,035,16.0
16872,42,027,1584.0
16874,42,027,1264.0
16875,42,027,4031.0
16876,42,033,295.0
16877,42,027,587.0
16877,42,061,1097.0
16878,42,033,1862.0
16879,42,033,342.0
16881,42,033,1923.0
16882,42,027,482.0
16901,42,117,10561.0
16910,42,015,72.0
16911,42,117,164.0
16912,42,117,2060.0
16914,42,015,2153.0
16914,42,117,95.0
16915,42,105,5756.0
16917,42,117,1464.0
16920,42,117,1977.0
16921,42,105,31.0
16921,42,117,532.0
16922,42,105,1775.0
16923,42,105,1360.0
16925,42,015,3328.0
16926,42,015,875.0
16927,42,105,595.0
16928,42,117,1327.0
16929,42,117,2506.0
16930,42,081,219.0
16930,42,117,1036.0
16932,42,117,669.0
16933,42,117,6643.0
16935,42,117,1194.0
16936,42,015,278.0
16936,42,117,1833.0
16937,42,105,152.0
16938,42,081,140.0
16938,42,117,571.0
16939,42,117,198.0
16940,42,117,58.0
16941,42,105,48.0
16942,42,117,716.0
16943,42,105,170.0
16943,42,117,292.0
16946,42,117,2524.0
16947,42,015,4549.0
16947,42,117,210.0
16948,42,105,1669.0
16950,42,105,298.0
16950,42,117,3165.0
17002,42,061,147.0
17002,42,087,518.0
17003,42,075,12329.0
17004,42,087,5414.0
17005,42,043,309.0
17006,42,099,1071.0
17007,42,041,5954.0
17009,42,087,1920.0
17010,42,075,113.0
17011,42,041,34641.0
17011,42,133,1543.0
17013,42,041,36578.0
17014,42,067,213.0
17015,42,041,22316.0
17016,42,075,508.0
17017,42,043,219.0
17017,42,097,1504.0
17018,42,043,4324.0
17019,42,001,157.0
17019,42,041,285.0
17019,42,133,18714.0
17020,42,043,12.0
